Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Wind Speed [m/s](Hourly),MAINZONE:Zone Mean Air Temperature [C](Hourly),MAINZONE:Zone Air CO2 Concentration [ppm](Hourly),LAB_HX:Heat Exchanger Sensible Heating Energy [J](Hourly),SUPPLY_FAN:Fan Electricity Energy [J](Hourly),EXHAUST_FAN:Fan Electricity Energy [J](Hourly),ERV_SA_OUTLET:System Node Temperature [C](Hourly),Electricity:Facility [J](Hourly) 
 11/30  12:00:00,-2.3875,3.0,9.149470104994647,835.8214654240563,1747967.566146421,18751.537502999996,18751.537502999996,7.515181908569669,15546303.075006 
 11/30  13:00:00,0.03750000000000003,3.1875,7.774031006254942,775.8980222625903,1200029.6065408643,18751.537502999996,18751.537502999996,6.865234823912688,10339263.075006 
 11/30  14:00:00,1.2,3.55,9.016959827099484,773.0504982934615,1158522.770228276,18751.537502999996,18751.537502999996,7.793900585202222,15546303.075006 
 11/30  15:00:00,1.1375,3.8875,9.302047359765796,851.2060144345448,1233075.162080164,18751.537502999996,18751.537502999996,8.150682692034048,15546303.075006 
 11/30  16:00:00,1.1,3.8125,9.458563080695978,890.2092377319857,1261881.3659970448,18751.537502999996,18751.537502999996,8.274218518174306,15546303.075006 
 11/30  17:00:00,0.16250000000000006,3.45,9.627499999336424,907.7443655655868,1429712.3333824049,18751.537502999996,18751.537502999996,8.27755431276094,15546303.075006 
 11/30  18:00:00,-0.775,3.1125,9.799629142612364,915.834880070664,1597552.5593540194,18751.537502999996,18751.537502999996,8.281338008657574,15546303.075006 
 11/30  19:00:00,-1.5625,2.5,8.155275026741101,799.7056926277234,1503735.9729451805,18751.537502999996,18751.537502999996,6.967831414281143,9037503.075006 
 11/30  20:00:00,-1.9625,2.1375,7.88276670401285,595.2775628951405,1495109.478046146,18751.537502999996,18751.537502999996,6.518868534529763,9037503.075006 
 11/30  21:00:00,-2.0,2.0375,7.864498863747076,488.06509623780045,1497492.6804139698,18751.537502999996,18751.537502999996,6.494133126551386,9037503.075006 
 11/30  22:00:00,-2.0,2.0,7.833914508761412,440.0098937200342,1493601.611271532,18751.537502999996,18751.537502999996,6.471818700958702,9037503.075006 
 11/30  23:00:00,-1.9375,2.0,7.786076060660837,418.16144397002085,1477650.0703246822,18751.537502999996,18751.537502999996,6.44393247440529,9037503.075006 
 11/30  24:00:00,-1.9,2.0,7.7226595314222894,408.24195676613374,1463128.9298130083,18751.537502999996,18751.537502999996,6.3989519380370075,9037503.075006 
 12/01  01:00:00,-1.9,2.0,7.646816866220835,403.73881684113474,1452102.23138945,18751.537502999996,18751.537502999996,6.335547083963499,9037503.075006 
 12/01  02:00:00,-1.9,2.0,7.56286239173284,401.69522390948475,1439672.9704886395,18751.537502999996,18751.537502999996,6.264245019254744,9037503.075006 
 12/01  03:00:00,-1.9,2.0,7.475414543167145,400.76824975821677,1426504.2474998534,18751.537502999996,18751.537502999996,6.188706591923825,9037503.075006 
 12/01  04:00:00,-1.8375,1.8749999999999998,7.392293651435278,400.34801452070394,1404225.0458793058,18751.537502999996,18751.537502999996,6.124612256559498,9037503.075006 
 12/01  05:00:00,-1.7375,1.6125,7.3178194808880335,400.1576370032024,1377540.081410741,18751.537502999996,18751.537502999996,6.073750650775267,9037503.075006 
 12/01  06:00:00,-1.575,1.1875,7.25352041872633,400.0714117307874,1342833.4637300035,18751.537502999996,18751.537502999996,6.040801035408579,9037503.075006 
 12/01  07:00:00,-1.6250000000000002,1.1875,7.194607746419152,400.03235610568527,1341589.4716315805,18751.537502999996,18751.537502999996,5.983837785131005,9037503.075006 
 12/01  08:00:00,-1.5124999999999997,0.925,7.146131115963094,400.01466083667503,1316587.1244263933,18751.537502999996,18751.537502999996,5.9560580273911015,9037503.075006 
 12/01  09:00:00,-1.275,0.26249999999999996,7.110140028116641,400.00664408421017,1274883.7395226832,18751.537502999996,18751.537502999996,5.959124385813205,9037503.075006 
 12/01  10:00:00,-0.8875,0.43749999999999994,8.921154488826266,519.8357149070303,1461256.0848917025,18751.537502999996,18751.537502999996,7.387610407032064,15546303.075006 
 12/01  11:00:00,0.23750000000000007,1.075,9.286746599137462,726.9059784132706,1369010.4796888046,18751.537502999996,18751.537502999996,7.993766803904899,15546303.075006 
 12/01  12:00:00,0.7375,1.7375,9.395339563395169,834.3976416660234,1312544.607639082,18751.537502999996,18751.537502999996,8.177568831055222,15546303.075006 
 12/01  13:00:00,0.7,1.8749999999999998,8.038564583054843,773.8824483905078,1142047.9675722076,18751.537502999996,18751.537502999996,7.1877107544835965,10339263.075006 
 12/01  14:00:00,0.7,1.7375,9.30308085640021,771.0506047899092,1279639.1920024864,18751.537502999996,18751.537502999996,7.956717734213107,15546303.075006 
 12/01  15:00:00,0.6375,1.575,9.606295003405744,849.5273729711522,1357894.1016028891,18751.537502999996,18751.537502999996,8.331819256225337,15546303.075006 
 12/01  16:00:00,0.7250000000000001,1.3749999999999998,9.75862566722908,888.9632959246628,1368039.02549819,18751.537502999996,18751.537502999996,8.47533375773009,15546303.075006 
 12/01  17:00:00,0.11250000000000006,1.2375,9.90847494757679,906.4988307475962,1483985.4244076582,18751.537502999996,18751.537502999996,8.513128368156845,15546303.075006 
 12/01  18:00:00,-0.36250000000000004,1.075,10.061160882483218,914.3187572595223,1578549.3586026374,18751.537502999996,18751.537502999996,8.568854154535574,15546303.075006 
 12/01  19:00:00,-0.3375,1.0,8.415886385579554,797.9926359381736,1359768.9187259465,18751.537502999996,18751.537502999996,7.3707661772957875,9037503.075006 
 12/01  20:00:00,-0.3,1.0,8.158068174802203,593.6771185517387,1286662.6676370583,18751.537502999996,18751.537502999996,6.999543764024564,9037503.075006 
 12/01  21:00:00,-0.2375,1.0,8.159660089013299,486.9581661315217,1276224.3940736656,18751.537502999996,18751.537502999996,7.003778729683633,9037503.075006 
 12/01  22:00:00,-0.2625,0.8125,8.160760185233372,439.34695802128056,1280488.884312587,18751.537502999996,18751.537502999996,7.002616961495942,9037503.075006 
 12/01  23:00:00,-0.425,0.44999999999999996,8.152275278534564,417.8022255324197,1304177.6722998929,18751.537502999996,18751.537502999996,6.973028023186298,9037503.075006 
 12/01  24:00:00,-0.5625,0.1125,8.137019570031782,408.05972753401284,1322904.2353140807,18751.537502999996,18751.537502999996,6.94047822622119,9037503.075006 
 12/02  01:00:00,-0.6624999999999999,0.0,8.115559381389705,403.65053692869526,1335144.5534569568,18751.537502999996,18751.537502999996,6.908824535416036,9037503.075006 
 12/02  02:00:00,-0.7,0.0,8.089274175590752,401.65400603491025,1336958.743346875,18751.537502999996,18751.537502999996,6.881442504114935,9037503.075006 
 12/02  03:00:00,-0.7625,0.0,8.060474395834571,400.7496519114528,1342199.4654661154,18751.537502999996,18751.537502999996,6.848191865949412,9037503.075006 
 12/02  04:00:00,-0.8,0.0,8.031143052333583,400.3398656406087,1343406.8823997565,18751.537502999996,18751.537502999996,6.8174099386826565,9037503.075006 
 12/02  05:00:00,-0.8625,0.0,8.00167866515268,400.15410931489663,1348434.964403887,18751.537502999996,18751.537502999996,6.783275610732222,9037503.075006 
 12/02  06:00:00,-0.9,0.0,7.973103107263817,400.0698894317105,1349663.4830669707,18751.537502999996,18751.537502999996,6.752796845504361,9037503.075006 
 12/02  07:00:00,-0.9,0.1875,7.946671338136265,400.0317060699259,1345640.898851091,18751.537502999996,18751.537502999996,6.730034478868671,9037503.075006 
 12/02  08:00:00,-0.9625,0.5499999999999999,7.920320063901359,400.0143977492234,1351198.9649486921,18751.537502999996,18751.537502999996,6.698428226924876,9037503.075006 
 12/02  09:00:00,-1.0,0.8875,7.895323159523747,400.00654418479144,1352963.9080309158,18751.537502999996,18751.537502999996,6.670826889110741,9037503.075006 
 12/02  10:00:00,-1.0,1.0,9.700448463719557,519.9311155917427,1597775.985435465,18751.537502999996,18751.537502999996,8.039835110377098,15546303.075006 
 12/02  11:00:00,-1.0,1.0,10.050681793506643,727.4596529424595,1674651.6757337716,18751.537502999996,18751.537502999996,8.469645267085872,15546303.075006 
 12/02  12:00:00,-1.0,1.0,10.143061433151903,835.4707086295124,1690579.6003471804,18751.537502999996,18751.537502999996,8.55862281550916,15546303.075006 
 12/02  13:00:00,-1.0,1.125,8.778235089181532,775.1491307548681,1513093.2143742652,18751.537502999996,18751.537502999996,7.566066705666989,10339263.075006 
 12/02  14:00:00,-1.0,1.2625,10.012794431941339,772.201588968987,1646422.7861906937,18751.537502999996,18751.537502999996,8.311636262728943,15546303.075006 
 12/02  15:00:00,-1.0,1.425,10.273849470545615,850.464556451332,1709445.7741778372,18751.537502999996,18751.537502999996,8.664035468170038,15546303.075006 
 12/02  16:00:00,-1.0625,1.6250000000000002,10.362089987986622,889.547216131574,1733413.3351861313,18751.537502999996,18751.537502999996,8.7358459009651,15546303.075006 
 12/02  17:00:00,-1.1,1.7625,10.441030522034112,906.6612389086531,1751210.6984091226,18751.537502999996,18751.537502999996,8.79803301167343,15546303.075006 
 12/02  18:00:00,-1.1,1.925,10.51608969909103,914.0955352264073,1762829.3300268848,18751.537502999996,18751.537502999996,8.862982309935306,15546303.075006 
 12/02  19:00:00,-1.1624999999999999,2.0,8.791624956891688,797.500553103188,1544032.4266247153,18751.537502999996,18751.537502999996,7.57716013493499,9037503.075006 
 12/02  20:00:00,-1.2625,2.0,8.456399034302168,593.1284349856905,1480752.947441508,18751.537502999996,18751.537502999996,7.123691426070709,9037503.075006 
 12/02  21:00:00,-1.3624999999999998,2.0,8.393703880306468,486.5382346922141,1484848.132580789,18751.537502999996,18751.537502999996,7.047008038637406,9037503.075006 
 12/02  22:00:00,-1.4,2.0,8.35018806771519,439.0627697582012,1483135.030902912,18751.537502999996,18751.537502999996,7.000058868071406,9037503.075006 
 12/02  23:00:00,-1.3375,2.0,8.311499332609756,417.6124788616163,1468172.558969467,18751.537502999996,18751.537502999996,6.97824872555315,9037503.075006 
 12/02  24:00:00,-1.3,2.0,8.25667204537453,407.9376771957704,1454882.8325514344,18751.537502999996,18751.537502999996,6.94103241633787,9037503.075006 
 12/03  01:00:00,-1.1750000000000003,2.0,8.19892814077164,403.57578992176343,1426934.0705376186,18751.537502999996,18751.537502999996,6.908859955302999,9037503.075006 
 12/03  02:00:00,-1.0375,2.0,8.141606174573138,401.6102371090902,1397828.3830159146,18751.537502999996,18751.537502999996,6.88281569527212,9037503.075006 
 12/03  03:00:00,-0.875,2.0,8.077762399787527,400.72485090836665,1363654.9844068782,18751.537502999996,18751.537502999996,6.85323200331965,9037503.075006 
 12/03  04:00:00,-0.7375,1.8125000000000002,8.01508109847683,400.3262260615586,1333245.379089244,18751.537502999996,18751.537502999996,6.819952878743397,9037503.075006 
 12/03  05:00:00,-0.575,1.45,7.959918898752118,400.14687109239327,1299763.8270990425,18751.537502999996,18751.537502999996,6.7946220435914,9037503.075006 
 12/03  06:00:00,-0.4375,1.1125,7.914321405008032,400.06614889541925,1271627.9817866853,18751.537502999996,18751.537502999996,6.774289803324477,9037503.075006 
 12/03  07:00:00,-0.15,1.4375000000000002,7.8801477670368305,400.0297944767381,1222220.3651948622,18751.537502999996,18751.537502999996,6.784555358605182,9037503.075006 
 12/03  08:00:00,0.375,2.075,7.859648050097503,400.0134143652525,1138819.6842814141,18751.537502999996,18751.537502999996,6.841461259298303,9037503.075006 
 12/03  09:00:00,1.2874999999999999,2.7375,7.855678054918856,400.00603463157586,998800.8363742111,18751.537502999996,18751.537502999996,6.968906354510526,9037503.075006 
 12/03  10:00:00,1.8875,3.4375,9.6833561112036,519.5694408571529,1156876.6379989672,18751.537502999996,18751.537502999996,8.450623368863894,15546303.075006 
 12/03  11:00:00,1.1875000000000002,4.075,10.037328042860313,725.0356332821505,1341351.6131195577,18751.537502999996,18751.537502999996,8.785809299139101,15546303.075006 
 12/03  12:00:00,0.8875,4.7375,10.145250818435143,830.275284597962,1403592.570280381,18751.537502999996,18751.537502999996,8.83711914716814,15546303.075006 
 12/03  13:00:00,0.6875,5.0,8.813799629284645,768.7283744450721,1261305.814251288,18751.537502999996,18751.537502999996,7.844035932803636,10339263.075006 
 12/03  14:00:00,0.12500000000000003,5.0,10.082446572044402,765.7316865501878,1484798.0340943714,18751.537502999996,18751.537502999996,8.534542232582218,15546303.075006 
 12/03  15:00:00,-0.4125,5.0,10.383494245946174,843.6223530717709,1634184.3773294194,18751.537502999996,18751.537502999996,8.836197525382131,15546303.075006 
 12/03  16:00:00,-0.9125000000000001,5.0,10.51774946876482,882.4383154055506,1730895.3579136978,18751.537502999996,18751.537502999996,8.880488974717277,15546303.075006 
 12/03  17:00:00,-1.4749999999999999,5.0,10.64209057212583,899.6859935802833,1834948.432549079,18751.537502999996,18751.537502999996,8.903596882773709,15546303.075006 
 12/03  18:00:00,-2.0125,5.0,10.755975417965395,907.5598921198958,1933687.2616783646,18751.537502999996,18751.537502999996,8.922424922349398,15546303.075006 
 12/03  19:00:00,-2.2,4.8125,9.067183988375632,791.7622094695714,1740115.2745436793,18751.537502999996,18751.537502999996,7.651606192042361,9037503.075006 
 12/03  20:00:00,-2.2625,4.45,8.754654385063738,589.3863874801655,1674939.2690213798,18751.537502999996,18751.537502999996,7.22375979195324,9037503.075006 
 12/03  21:00:00,-2.3,4.1125,8.701823317040375,484.5882190388353,1671489.427723636,18751.537502999996,18751.537502999996,7.166921820659745,9037503.075006 
 12/03  22:00:00,-2.3625,3.8125,8.650215008177762,438.15408703165997,1673201.957734841,18751.537502999996,18751.537502999996,7.114632264469581,9037503.075006 
 12/03  23:00:00,-2.4625,3.45,8.592897587550953,417.2330689894285,1679720.1197141036,18751.537502999996,18751.537502999996,7.052091566667109,9037503.075006 
 12/03  24:00:00,-2.5625,3.1125,8.53137326348921,407.8008802240511,1685521.2642974542,18751.537502999996,18751.537502999996,6.9855262581228965,9037503.075006 
 12/04  01:00:00,-2.7875,2.8125,8.463890873457165,403.5375398372252,1709727.7586474358,18751.537502999996,18751.537502999996,6.896152328188694,9037503.075006 
 12/04  02:00:00,-3.0875000000000004,2.45,8.391669590995162,401.6068063629741,1744454.8295505464,18751.537502999996,18751.537502999996,6.790192856536024,9037503.075006 
 12/04  03:00:00,-3.3875,2.1125,8.317065034951888,400.73102281770457,1778861.1701404357,18751.537502999996,18751.537502999996,6.682470949339753,9037503.075006 
 12/04  04:00:00,-3.625,2.1875,8.23976798633701,400.3329502442756,1803260.52833559,18751.537502999996,18751.537502999996,6.581652116728645,9037503.075006 
 12/04  05:00:00,-3.825,2.5500000000000003,8.159648697516033,400.15165329607356,1821459.1147752583,18751.537502999996,18751.537502999996,6.48419681138272,9037503.075006 
 12/04  06:00:00,-4.025,2.8875,8.076329601502437,400.06905093508385,1839208.653467649,18751.537502999996,18751.537502999996,6.38410141658542,9037503.075006 
 12/04  07:00:00,-4.1625000000000005,2.5625,7.993704269330586,400.0314498906492,1847391.935195736,18751.537502999996,18751.537502999996,6.292483917805481,9037503.075006 
 12/04  08:00:00,-4.2625,1.925,7.911891007420774,400.0143559795532,1850234.9000120326,18751.537502999996,18751.537502999996,6.208308822371137,9037503.075006 
 12/04  09:00:00,-4.3625,1.2625,7.828983906331537,400.0065663450643,1852809.1965275367,18751.537502999996,18751.537502999996,6.122633127837487,9037503.075006 
 12/04  10:00:00,-3.8375,1.1875,9.588623724103725,520.1485509342908,2009566.8675592388,18751.537502999996,18751.537502999996,7.5241280824919325,15546303.075006 
 12/04  11:00:00,-2.9374999999999996,1.55,9.89820566205247,728.9469958158428,1944895.4010471343,18751.537502999996,18751.537502999996,8.058842341472548,15546303.075006 
 12/04  12:00:00,-2.0375,1.8875,9.949916083475557,838.6554726601169,1818398.9613533881,18751.537502999996,18751.537502999996,8.247251907344472,15546303.075006 
 12/04  13:00:00,-1.5124999999999997,2.4375,8.550132077274307,779.0326349481427,1555480.1990040503,18751.537502999996,18751.537502999996,7.301593602516692,10339263.075006 
 12/04  14:00:00,-1.15,3.075,9.753591056156678,775.9958300159853,1627403.4916594524,18751.537502999996,18751.537502999996,8.070383345982824,15546303.075006 
 12/04  15:00:00,-0.8125,3.7375,10.012403194758505,854.0761810197608,1637866.383598115,18751.537502999996,18751.537502999996,8.469736770090952,15546303.075006 
 12/04  16:00:00,-1.075,3.375,10.1102068005077,893.2389792008967,1692987.5047998554,18751.537502999996,18751.537502999996,8.517405033512793,15546303.075006 
 12/04  17:00:00,-1.6125,2.375,10.20607366658242,911.6919611401624,1788961.7762554924,18751.537502999996,18751.537502999996,8.51765850124902,15546303.075006 
 12/04  18:00:00,-2.1750000000000003,1.375,10.297684288113503,920.841326451516,1888537.5613448438,18751.537502999996,18751.537502999996,8.513275886189332,15546303.075006 
 12/04  19:00:00,-2.525,1.4375000000000002,8.585720149435875,804.873594728331,1716258.436397561,18751.537502999996,18751.537502999996,7.1976568000913455,9037503.075006 
 12/04  20:00:00,-2.6625000000000005,2.075,8.251417324362334,599.1080770407389,1659043.3537177027,18751.537502999996,18751.537502999996,6.738934226932181,9037503.075006 
 12/04  21:00:00,-2.825,2.7375,8.186133293085858,490.3611317340293,1672807.3965595858,18751.537502999996,18751.537502999996,6.652740708848395,9037503.075006 
 12/04  22:00:00,-2.9,3.0,8.127684926052748,441.2576717124996,1675135.7843158252,18751.537502999996,18751.537502999996,6.590471554397887,9037503.075006 
 12/04  23:00:00,-2.8374999999999995,3.0,8.070657102103906,418.8275526510023,1657162.8635164457,18751.537502999996,18751.537502999996,6.551758963654294,9037503.075006 
 12/04  24:00:00,-2.8,3.0,8.008172511123682,408.5958243609629,1642387.6408919436,18751.537502999996,18751.537502999996,6.5058566091855,9037503.075006 
 12/05  01:00:00,-2.925,2.5625,7.939237444697779,403.9274352806916,1651051.8048558922,18751.537502999996,18751.537502999996,6.429638191979367,9037503.075006 
 12/05  02:00:00,-3.0624999999999996,1.925,7.867899792912055,401.7978940228476,1661024.0287847314,18751.537502999996,18751.537502999996,6.348480735771373,9037503.075006 
 12/05  03:00:00,-3.2249999999999996,1.2625,7.796102687621877,400.82436007049915,1674723.4638639262,18751.537502999996,18751.537502999996,6.263291638932564,9037503.075006 
 12/05  04:00:00,-3.7375,1.1875,7.718901589080837,400.37836241531284,1740829.8026880522,18751.537502999996,18751.537502999996,6.122638412148197,9037503.075006 
 12/05  05:00:00,-4.4375,1.55,7.637607970321081,400.1736507166096,1834399.1990791978,18751.537502999996,18751.537502999996,5.948611818613459,9037503.075006 
 12/05  06:00:00,-5.137500000000001,1.8875,7.557407122422123,400.0796667351209,1928079.6213055225,18751.537502999996,18751.537502999996,5.775152177503283,9037503.075006 
 12/05  07:00:00,-5.8375,1.8125000000000002,7.477195150420971,400.0365441764348,2021840.0115689617,18751.537502999996,18751.537502999996,5.602269756477467,9037503.075006 
 12/05  08:00:00,-6.475,1.45,7.3956265218324955,400.01677607410016,2105878.299131978,18751.537502999996,18751.537502999996,5.437271798911183,9037503.075006 
 12/05  09:00:00,-7.137500000000001,1.1125,7.314178241471252,400.0077082635108,2193830.7526752776,18751.537502999996,18751.537502999996,5.269413870806592,9037503.075006 
 12/05  10:00:00,-6.65,1.0,7.241965040647218,400.0035442317896,2108346.267660125,18751.537502999996,18751.537502999996,5.2766695913781145,9037503.075006 
 12/05  11:00:00,-5.512500000000001,1.0,7.169388595385592,400.0016306636626,1925869.175624542,18751.537502999996,18751.537502999996,5.389033869194848,9037503.075006 
 12/05  12:00:00,-4.35,1.0,7.091595190792736,400.00075072815093,1737937.4595619047,18751.537502999996,18751.537502999996,5.496147179816833,9037503.075006 
 12/05  13:00:00,-3.5875,1.1875,7.0238881371043425,400.0003457715415,1611802.4481832576,18751.537502999996,18751.537502999996,5.550302417932398,9037503.075006 
 12/05  14:00:00,-3.0249999999999995,1.55,6.9764678820227175,400.00015920332555,1518247.654490838,18751.537502999996,18751.537502999996,5.587292603375944,9037503.075006 
 12/05  15:00:00,-2.4875,1.8875,6.958978294616488,400.0000732497473,1433019.1747627454,18751.537502999996,18751.537502999996,5.64640838390728,9037503.075006 
 12/05  16:00:00,-2.4875000000000003,2.0,6.959842876860739,400.00003367901695,1432828.046899615,18751.537502999996,18751.537502999996,5.644803888150763,9037503.075006 
 12/05  17:00:00,-2.85,2.0,6.97171490736604,400.0000154798643,1489128.116604544,18751.537502999996,18751.537502999996,5.597693314073812,9037503.075006 
 12/05  18:00:00,-3.1875,2.0,6.994063196614517,400.00000711280916,1543540.1887357703,18751.537502999996,18751.537502999996,5.564843551482134,9037503.075006 
 12/05  19:00:00,-3.2375,2.0,7.017869306652911,400.0000032673304,1554797.6004777004,18751.537502999996,18751.537502999996,5.577533030027477,9037503.075006 
 12/05  20:00:00,-3.1375,2.0,7.031654023287489,400.0000015006352,1542386.917190869,18751.537502999996,18751.537502999996,5.607677633794368,9037503.075006 
 12/05  21:00:00,-3.0375,2.0,7.0270717803714335,400.00000068914954,1527275.6381373953,18751.537502999996,18751.537502999996,5.6226971235816405,9037503.075006 
 12/05  22:00:00,-3.0,1.8125000000000002,7.0043793950688436,400.00000031650995,1518867.8460562374,18751.537502999996,18751.537502999996,5.612390379667533,9037503.075006 
 12/05  23:00:00,-3.0624999999999996,1.45,6.965936519686713,400.0000001454552,1523131.3730837565,18751.537502999996,18751.537502999996,5.573331636529901,9037503.075006 
 12/05  24:00:00,-3.1,1.1125,6.917963277405231,400.0000000668924,1521844.910620205,18751.537502999996,18751.537502999996,5.527993323902337,9037503.075006 
 12/06  01:00:00,-3.1,1.0,6.866971775219958,400.0000000307761,1514236.8888127294,18751.537502999996,18751.537502999996,5.485031696802542,9037503.075006 
 12/06  02:00:00,-3.0375,1.0,6.817072396555329,400.0000000141607,1497157.2140919697,18751.537502999996,18751.537502999996,5.451377400325773,9037503.075006 
 12/06  03:00:00,-3.0,1.0,6.7689708003383355,400.000000006516,1484203.5725961803,18751.537502999996,18751.537502999996,5.416032165812373,9037503.075006 
 12/06  04:00:00,-3.0,1.0,6.723101439913224,400.00000000299855,1477186.6148755588,18751.537502999996,18751.537502999996,5.376447085486026,9037503.075006 
 12/06  05:00:00,-2.9375000000000004,1.0,6.682020281472598,400.00000000137993,1461320.7551576917,18751.537502999996,18751.537502999996,5.349436017365353,9037503.075006 
 12/06  06:00:00,-2.9,1.0,6.6440179702759785,400.0000000006353,1449895.9431219064,18751.537502999996,18751.537502999996,5.322663167021411,9037503.075006 
 12/06  07:00:00,-2.9625,1.1875,6.60614450268224,400.0000000002923,1453706.428042036,18751.537502999996,18751.537502999996,5.281707073963856,9037503.075006 
 12/06  08:00:00,-3.0624999999999996,1.55,6.568682038953517,400.0000000001346,1463213.6293069148,18751.537502999996,18751.537502999996,5.235278954364882,9037503.075006 
 12/06  09:00:00,-3.1625000000000005,1.8875,6.534232751458017,400.0000000000619,1472910.4663864367,18751.537502999996,18751.537502999996,5.189915137187572,9037503.075006 
 12/06  10:00:00,-3.075,2.0,6.5164099377175475,400.0000000000289,1456441.8548580797,18751.537502999996,18751.537502999996,5.185470277525296,9037503.075006 
 12/06  11:00:00,-2.8125,2.0,6.492815774073037,400.00000000001353,1413464.686327511,18751.537502999996,18751.537502999996,5.207353533205879,9037503.075006 
 12/06  12:00:00,-2.575,2.0,6.466001997039825,400.0000000000063,1373150.0729622045,18751.537502999996,18751.537502999996,5.219241820873211,9037503.075006 
 12/06  13:00:00,-2.3125,2.1875,6.4627114091302955,400.00000000000307,1331632.5151448902,18751.537502999996,18751.537502999996,5.249592533073478,9037503.075006 
 12/06  14:00:00,-1.95,2.5500000000000003,6.490736109861146,400.00000000000153,1279675.1950094267,18751.537502999996,18751.537502999996,5.32109231681639,9037503.075006 
 12/06  15:00:00,-1.6125,2.8875,6.548161839982545,400.0000000000007,1236116.5403767605,18751.537502999996,18751.537502999996,5.414832936149445,9037503.075006 
 12/06  16:00:00,-1.6874999999999998,3.0,6.622951915159243,400.0000000000003,1258377.1115269877,18751.537502999996,18751.537502999996,5.46492066729729,9037503.075006 
 12/06  17:00:00,-1.925,3.0,6.709352849674895,400.0000000000001,1306954.986106117,18751.537502999996,18751.537502999996,5.499717228842172,9037503.075006 
 12/06  18:00:00,-2.1875,3.0,6.799690289310902,400.00000000000017,1360638.9697341651,18751.537502999996,18751.537502999996,5.538211361318558,9037503.075006 
 12/06  19:00:00,-2.7375,3.0,6.871233833620746,400.0000000000002,1455734.6161316573,18751.537502999996,18751.537502999996,5.5220854261650025,9037503.075006 
 12/06  20:00:00,-3.4375,3.0,6.913809618919444,400.0,1569184.3201529458,18751.537502999996,18751.537502999996,5.459394851697579,9037503.075006 
 12/06  21:00:00,-4.137500000000001,3.0,6.926607516504713,400.0000000000001,1678135.4889783585,18751.537502999996,18751.537502999996,5.371686007773287,9037503.075006 
 12/06  22:00:00,-4.6499999999999995,2.5625,6.916390356273095,400.00000000000006,1754826.8017635948,18751.537502999996,18751.537502999996,5.289914958515474,9037503.075006 
 12/06  23:00:00,-5.1125,1.925,6.884454242860976,400.0000000000001,1820931.0239064975,18751.537502999996,18751.537502999996,5.198835467750717,9037503.075006 
 12/06  24:00:00,-5.55,1.2625,6.830287080122197,400.0000000000003,1879655.0889610942,18751.537502999996,18751.537502999996,5.09124458532387,9037503.075006 
 12/07  01:00:00,-6.075,1.0,6.756659352547572,400.0000000000004,1948654.1407332332,18751.537502999996,18751.537502999996,4.9542244027031375,9037503.075006 
 12/07  02:00:00,-6.7375,1.0,6.66565540936471,400.0000000000003,2035544.1736254704,18751.537502999996,18751.537502999996,4.780730388487735,9037503.075006 
 12/07  03:00:00,-7.375,1.0,6.564037401895471,400.00000000000017,2116761.6373450216,18751.537502999996,18751.537502999996,4.600426926287414,9037503.075006 
 12/07  04:00:00,-7.725,1.1875,6.458724836946439,400.0000000000001,2153709.9177176626,18751.537502999996,18751.537502999996,4.458690685114134,9037503.075006 
 12/07  05:00:00,-7.987499999999999,1.55,6.346763055501243,400.0000000000001,2176784.4488494466,18751.537502999996,18751.537502999996,4.326517308760419,9037503.075006 
 12/07  06:00:00,-8.225,1.8875,6.224845980477623,400.00000000000017,2194467.0675998204,18751.537502999996,18751.537502999996,4.189015022549792,9037503.075006 
 12/07  07:00:00,-8.425,2.0,6.094496458423969,400.0000000000002,2205235.0633057114,18751.537502999996,18751.537502999996,4.050099155959043,9037503.075006 
 12/07  08:00:00,-8.625,2.0,5.955566519825732,400.00000000000017,2214687.603907069,18751.537502999996,18751.537502999996,3.903800347351838,9037503.075006 
 12/07  09:00:00,-8.825000000000001,2.0,5.80980492445253,400.0000000000003,2222914.30343455,18751.537502999996,18751.537502999996,3.750619186605592,9037503.075006 
 12/07  10:00:00,-8.65,1.8125000000000002,7.518486732522504,520.3427574278097,2423454.9528977307,18751.537502999996,18751.537502999996,5.050016940323944,15546303.075006 
 12/07  11:00:00,-8.3125,1.45,7.757928202523541,730.3567848702446,2434885.3881191364,18751.537502999996,18751.537502999996,5.450700487786349,15546303.075006 
 12/07  12:00:00,-7.95,1.1125,7.727219246711571,841.8487807778303,2377193.6690161773,18751.537502999996,18751.537502999996,5.488436711549054,15546303.075006 
 12/07  13:00:00,-7.550000000000001,1.125,6.257376265146736,785.8310723540158,2119712.9002515874,18751.537502999996,18751.537502999996,4.442653641246556,10339263.075006 
 12/07  14:00:00,-7.0875,1.2625,7.387371464815616,783.7313768564691,2168337.6681203484,18751.537502999996,18751.537502999996,5.175681042992057,15546303.075006 
 12/07  15:00:00,-6.65,1.425,7.586435114218428,861.8662863854381,2156703.4826324764,18751.537502999996,18751.537502999996,5.5461272088112885,15546303.075006 
 12/07  16:00:00,-6.25,1.6250000000000002,7.623603002131497,901.7412806837845,2102370.9014182985,18751.537502999996,18751.537502999996,5.639687959815573,15546303.075006 
